,id,dateAdded,dateUpdated,name,brand,reviews.date,reviews.dateSeen,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.text,reviews.title,reviews.username
3500,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-01-06T00:00:00.000Z,"2017-04-30T00:45:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,"Not an iPad, but that's not what I wanted. High quality, does everything I need it to do.",Nice product,Jerry
3511,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-04-30T00:00:00.000Z,2017-06-07T09:03:00.000Z,1,0,5,A perfect tablet at a reasonable cost. Why pay higher prices for bells and whistles you don't use. The back lit feature is great for reading in low light conditions.,Perfect Tablet,Jerry
3525,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-27T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,Gift for daughter. She loves it. Just opened so as far as I know it will be a great purchase.,"Kindle 8""",Cathy
3538,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-11-04T00:00:00.000Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",1,1,5,I purchased it for my dad (70)He needed something easy to use. He really enjoys it.,Great product for beginners,Gigi
3553,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-03-16T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:03:00.000Z",1,0,4,Bought for my son as a birthday gift and as a way to not wear out his laptop. Works great especially for videos and general online use.,Great birthday gift,Steve
3592,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-04-15T00:00:00.000Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,"The Kindle Fire HD has a larger screen (8"" vs. 7"") and images are crisper with more vibrant colors.",Outstanding replacement for original Kindle Fire,David
3608,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-23T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",1,0,4,Amazon fire tablet is great and easy to use. Good value!,Great. Easy to set up and use!,Brad
3616,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-10-29T00:00:00.000Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",1,0,5,Easy to read. Light in weight. Has many good features.,Great tablet,Rich
3640,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-02-04T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:04:00.000Z",1,0,5,We bought one for my wife and my mother-in-law and they both love it. Very easy to use.,Easy to Use,John
3666,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-05-26T00:00:00.000Z,2017-06-07T09:02:00.000Z,1,0,4,This is my second Amazon Fire. My first was the 7 inch and love the new 8 HD.,Nice tablet for the price.,David
3682,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-07T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",1,0,4,Good product I would recommend it to everyone thank you,Mr,David
3707,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-07T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",1,0,5,This is a superb tablet for the price. It doesn't come with the Android operating system. It has Amazon's operating system. The battery last a good long time and apps run very fast. I would recommend this to anyone who wants a tablet.,Great tablet at a great price,Mike
3712,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-02-18T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:03:00.000Z",1,0,4,I am very pleased with my purchase the tablet is a great project is there a product is very versatile,Good product,James
3740,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-05-18T00:00:00.000Z,2017-06-07T09:03:00.000Z,1,0,5,"Affordable and kid friendly. My kids watch videos and play games on these a lot. Lots of apps, games and books to choose from!",Affordable Tablet,Jenn
3758,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-01-31T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:04:00.000Z",1,0,5,"I bought the first edition kindle fire years ago. My kids loved it so much that I bought this product to replace the old one. They love this one even more. Larger screen and more memory, you can't go wrong!",Excellent tablet for my kids.,Nick
3761,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-03-16T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,"I bought this as a present for a friend, and he uses it all the time. The HD screen is crystal clear, and this tablet competes well with the bigger names.","Bought for a friend, he loves it.",Nick
3776,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-07T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",1,0,4,"Just decent tablet... working fast, but it needs more language support and apps as well...",Decent....,Eric
3784,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-27T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,Works very well. Cheaper than an iPad and works great for apps and video.,Awesome product,Steve
3786,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-03-31T00:00:00.000Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",0,0,3,"Worse graphics, won't keep a wireless connection,overall not satisfied",Not like the older model,Mike
3790,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-07T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",1,0,5,"fast, easy to use, very sensitive, google play store captable, I will buy again",Great table,Alex
3803,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-03-10T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,I have ordered a couple of these for my family members and say that they work great and do everything that they are supposed too. Highly recommend.,Excellent,John
3816,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-02-18T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,Great tablet. Easy to use. Will recommend it to others.,Great tablet.,James
3868,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-11-18T00:00:00.000Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",1,1,4,"Not sure if this is due to the new version but I'm not able to install or even sideload certain apps onto the tablet. Amazon is really trying to lock out non-Amazon apps namely ones from Google. Aside from that though, performance is already and what you'd expect from a tablet in this price range. This was purchased for my mom and it does what's needed and my mom has no complaints thus far.",One flaw,John
3872,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-02-04T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:04:00.000Z",1,0,5,Couldn't recommend this more for kids. Price and features are awesome along with parental controls.,Great for kids,Wesley
3879,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-27T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,Great product as usually ... better screen and faster than my previous. Work with my chromecast .. easy to use,Great product,Jnev
3882,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-14T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",1,0,4,Got these on black Friday for early Christmas gifts. Very good buy on a pretty good tablet.,Good buy,Dave
3886,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-02-24T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,Got it for my Dad. Easy to use and he loves it. Good stepping stone for future producs,User friendly,Tina
3903,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-04-09T00:00:00.000Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,Much better screen resolution than my 7 inch fire.,Nice!,Dave
3926,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-02-03T00:00:00.000Z,"2017-03-09T19:46:00.000Z,2017-04-30T00:42:00.000Z,2017-06-07T09:04:00.000Z",1,0,5,Awesome tablet! Love using it to read and surf the web.,Love it,Danny
3942,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-14T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",1,0,5,Lots of good features for the Amazon member. Tablet is nice and fast.,Nice and fast,Gigi
3994,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-02-04T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:04:00.000Z",1,0,5,Couldn't recommend this more for kids. Price and features are awesome along with parental controls.,Great Tablet for Kids,Wesley
4004,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-01-24T00:00:00.000Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",1,0,4,nice reader. almost perfect for what i want/need. good bargain,good,Linda
4016,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-14T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",1,0,5,We have one for each of my children so I bought this one for my mother. They are amazing tablets especially for the price!,Amazing deal!,JTShep
4026,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-03-17T00:00:00.000Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",1,0,4,Easy to use. Pretty user friendly. It is good value for the price,Great tablet for wife.,Dave
4030,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-01-24T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",1,0,4,I think the amazon fire offer should include a stand/cover as standard. I enjoy mine a lot more since I was forced to purchase a stand/cover which holds the tablet. Would have preferred an instruction sheet to grt everything set up for use.,Amazon fire,Rich
4041,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-01-01T00:00:00.000Z,"2017-04-30T00:43:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,"I bought this for my mom and she loves it. She said it is really easy to use and loves the lighting, it's easy for her to read.",Easy to use,Jenn
4062,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-07T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",1,0,4,Bought for our 6 year old. Great parental controls allow you to keep track and monitor use. Would recommend for others to get for their children,Great for kids,Anonymous
4074,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-11-06T00:00:00.000Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",1,0,5,Can't beat the value on this. 5 stars even though it has less apps than the play store.,Great Value,Eric
4076,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-01-28T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",1,0,5,I gave this Amazon Fire HD8 as a retirement gift for my friend and she absolutely loves it!!,Great price for such a great item.,Lisa
4097,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-02-17T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,"I have owned several kindles. I don't know what I do to them, but they tend to die rather quickly. Thank goodness for Best Buy's extra protection. The last two that quit on me were replaced quickly and effortlessly. Excellent customer service as well!",Just as expected,Lisa
4101,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-30T00:00:00.000Z,"2017-04-30T00:43:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,The device is a good item and I really recommend to everyone,It was good,Danny
4108,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-01-28T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",1,0,4,Got this for my wife. She uses it daily to read She really lokes it.,My wife loves this,Brad
4111,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-01-06T00:00:00.000Z,"2017-04-30T00:45:00.000Z,2017-06-07T09:03:00.000Z",1,0,4,Bought this for my 9 year old Godson and he loves it. He would play it for hours on end if his parents would let him. He mostly plays games on it but he also uses it to watch videos and read books.,Great tablet for kids,Linda
4122,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-03-10T00:00:00.000Z,"2017-04-30T00:42:00.000Z,2017-06-07T09:03:00.000Z",1,0,4,"Great little tablet to take with you, great for kids",Good value,Tina
4125,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-27T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,This my second kindle .. it's light and faster than my previous kindle ..came with free audio books for 30 days which is cool ... better screen .. it does seem to be long than wider .. which I'm ok with and I got this on sale for 60 .. great deal,Always a good purchase,Jnev
4161,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-14T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",1,0,5,The best tablet for the price! All three of my children have one & they are worth it!,Amazing deal,JTShep
4167,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-03-18T00:00:00.000Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",1,0,5,"Could not have asked for a better tablet for the money. I wasn't looking for anything extreme. Just wanted it to look nice and do it's job for games and browsing. Well it does that and more. Gave it to our son for Christmas and now I want one myself. We are going to buy another for my mother in law. Lightweight, simple layout. Snappy. Can't go wrong.",Excellent Tablet for the money,Anonymous
4204,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2016-12-23T00:00:00.000Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",1,0,5,"No complaints. I just wish it played .avi, but that is not really a huge problem",Awesome,Mike
4209,AVqkIhwDv8e3D1O-lebb,2017-03-06T14:59:43Z,2018-02-13T21:53:06Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,2017-05-18T00:00:00.000Z,2017-06-07T09:03:00.000Z,1,0,4,This is a great Tablet at a really great price. The best part is if you happen to break it just buy a new one,Great price,Alex
4221,AVpjEN4jLJeJML43rpUe,2016-06-08T03:50:06Z,2017-10-21T21:11:53Z,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,2016-09-09T00:00:00.000Z,"2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,4,"Purchased this for my grandson. It works great. However, if I were to do it over again I would spend the extra $$$ to get the one without the ads. They drive you crazy. The ads make the cheaper unit really frustrating.",Kindle FIRE,Robert
4224,AVpjEN4jLJeJML43rpUe,2016-06-08T03:50:06Z,2017-10-21T21:11:53Z,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,2017-06-30T00:00:00.000Z,"2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-07-08T00:00:00Z,2017-07-07T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,5,Blue is beautiful & allows grand-daughter to be able to tell which one is hers. Loves the piano program and challenging herself to play as much of the song as she can. Nice size for traveling with.,Great for playing piano program,FootballKicker
4229,AVpjEN4jLJeJML43rpUe,2016-06-08T03:50:06Z,2017-10-21T21:11:53Z,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,2016-12-07T00:00:00.000Z,"2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,5,Tablets are best used for personal reading. Clear and it like a book. you dont have to sahre,Its a gift,Gordon
4239,AVpjEN4jLJeJML43rpUe,2016-06-08T03:50:06Z,2017-10-21T21:11:53Z,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,2016-10-18T00:00:00.000Z,"2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,5,I wanted to get something nice for my wife and this did the trick. I'll get flowers next time.,Wife loved it,lucid417
4247,AVpjEN4jLJeJML43rpUe,2016-06-08T03:50:06Z,2017-10-21T21:11:53Z,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,2016-06-23T00:00:00.000Z,"2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,4,"This tablet does a great deal! From surfing the net, to watching movie, and using all of the music channels, this is an affordable way to stay in touch. Also, I use it for ebooks for school.",Does a lot,nsbagadio
4249,AVpjEN4jLJeJML43rpUe,2016-06-08T03:50:06Z,2017-10-21T21:11:53Z,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,2016-07-22T00:00:00.000Z,"2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,5,Very happy with my purchase. The tablet works amazingly good for the price.,Great for beginners,Compwhiz1313
4250,AVpjEN4jLJeJML43rpUe,2016-06-08T03:50:06Z,2017-10-21T21:11:53Z,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,2017-02-20T00:00:00.000Z,"2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,5,My daughter loves her tablet because she can carry it to all places,great for my daughter to view videos,Hermosa
4251,AVpjEN4jLJeJML43rpUe,2016-06-08T03:50:06Z,2017-10-21T21:11:53Z,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,2017-03-11T00:00:00.000Z,"2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,5,Just love this tablet.does everything teenage grandson needs it to do! I also buy one for my granddaughter!,Great tablet for my grandson,Susie
4255,AVpjEN4jLJeJML43rpUe,2016-06-08T03:50:06Z,2017-10-21T21:11:53Z,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,2016-06-23T00:00:00.000Z,"2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,4,"This tablet does a great deal! From surfing the net, to watching movie, and using all of the music channels, this is an affordable way to stay in touch. Also, I use it for ebooks for school.",Does a lot,nsbagadio
4259,AVpjEN4jLJeJML43rpUe,2016-06-08T03:50:06Z,2017-10-21T21:11:53Z,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,2016-11-16T00:00:00.000Z,"2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,5,"Got this tablet to replace the one that had the screen cracked, cheaper than getting the screen replaced",Nice simple tablet,Shawn
